Marka Kodu	Tip Kodu	Marka Adı	Tip Adı	2019	2018	2017	2016	2015	2014	2013	2012
122	1135	RENAULT (OYAK)	MEGANE HB PLAY 1.5 DCI 90	0	0	0	0	0	791202	751641	0
144	1043	TOYOTA	AURIS 1.6 ADVANCE	0	1038541	996459	964693	868704	809111	751646	0
114	978	PEUGEOT	RCZ YEARLING 1.6 THP 156	0	0	0	0	0	0	751731	678538
107	263	NISSAN	QASHQAI 1.6 TEKNA 4x2	0	0	0	0	0	0	754415	747014
53	987	FORD	FOCUS III STYLE 1.6i 125 5K POWERSHIFT	0	0	0	0	0	772704	754842	734275
122	1111	RENAULT (OYAK)	MEGANE HB TOUCH 1.5 DCI 90	0	0	0	0	0	795178	755419	717647
114	1043	PEUGEOT	508 ACTIVE 1.6 e-HDI 115 AUTO6R	0	0	0	0	921212	829711	756115	659296
53	2014	FORD	MONDEO TITANIUM 2.0 TDCi 163 POWERSHIFT SEDAN	0	0	0	0	0	794355	756538	683970
144	1048	TOYOTA	AURIS 1.4 D-4D ACTIVE	0	1038541	994253	957323	876088	816306	756596	679920
133	1073	SKODA	RAPID ELEGANCE 1.6 TDI CR 90 DSG	0	0	0	0	785926	767070	757046	0
122	1108	RENAULT (OYAK)	MEGANE HB JOY 1.5 DCI EDC 110	0	0	0	0	839126	797171	757312	719447
133	1067	SKODA	OCTAVIA ELEGANCE 1.4 TSI 140 DSG GREENTEC	0	0	0	0	954122	866414	757349	0
154	1012	VOLVO	S60 2.0 D4 GEARTRONIC	0	0	0	0	0	0	757618	706273
154	1047	VOLVO	V40 CROSS COUNTRY 1.6 T4 PREMIUM POWERSHIFT	0	0	0	0	944226	826662	757643	714131
144	1041	TOYOTA	AURIS 1.6 ACTIVE MULTIDRIVE S	0	1053324	1023777	994253	876088	816306	758817	0
144	741	TOYOTA	URBAN CRUISER 1.4 D-4D AWD ELEGANT	0	0	0	0	0	809111	758817	714255
94	1001	MITSUBISHI	ASX 1.8 INTENSE DIESEL 4x4	0	0	0	0	0	0	759225	726744
114	1046	PEUGEOT	3008 ALLURE 1.6 e-HDI 115 AUTO6R	0	0	0	0	928737	887610	759418	0
421	1007	MINI	COOPER BAKER STREET 1.6	0	0	0	0	0	0	759824	704849
61	1003	HONDA	CIVIC SEDAN 1.6 (125) DREAM OV (Y)	0	0	0	933040	880214	807751	762026	720138
154	497	VOLVO	S60 1.6 D2 DRIVE	0	0	0	0	973005	809555	762198	717799
154	1051	VOLVO	V40 CROSS COUNTRY 1.6 D2 ADVANCE	0	0	0	1044101	949495	831260	762250	718644
123	2046	RENAULT	CAPTUR TOUCH TURBO 90 S&S	0	0	966418	918098	844649	802417	762297	0
154	516	VOLVO	V60 2.0 T5 ADVANCE POWERSHIFT	0	0	0	0	926944	810657	762718	719536
154	459	VOLVO	S60 1.6 T4 ADVANCE EDITION POWERSSHIFT	0	0	0	0	974317	809262	763189	719656
144	712	TOYOTA	AVENSIS 1.6 ELEGANT (132)	0	0	0	0	882047	821857	763979	654176
53	2016	FORD	MONDEO SELECTIVE 2.0 TDCi 163 POWERSHIFT SW	0	0	0	0	0	810277	764138	725259
53	2015	FORD	MONDEO SELECTIVE 2.0TDCi 163 POWERSHIFT SEDAN	0	0	0	0	0	805753	764938	745839
111	1046	OPEL	MOKKA 1.4 140 AWD COSMO	0	0	0	0	868885	802562	765545	684528
154	1056	VOLVO	V40 CROSS COUNTRY 1.6 D2 PREMIUM POWERSHIFT	0	0	0	0	818125	798648	766687	0
107	296	NISSAN	QASHQAI +2 1.6 TEKNA PACK	0	0	0	0	0	0	766868	723619
111	751	OPEL	ASTRA HB 1.4 140 SPORT ACTIVE SELECT	0	0	0	0	810061	789112	770889	626833
122	1134	RENAULT (OYAK)	MEGANE HB PLAY 1.6 16V 115 CVT	0	0	0	0	0	812085	771482	0
53	2059	FORD	KUGA TREND X 1.6 ECOBOOST 150 2WD	0	0	0	0	0	838699	771616	0
154	1010	VOLVO	V60 1.6 DRIVE ADVANCE POWERSHIFT	0	0	0	0	0	817115	771787	728030
154	440	VOLVO	V60 1.6 T4 R-DESIGN POWERSHIFT	0	0	0	0	935332	817580	771930	727978
107	262	NISSAN	QASHQAI 1.6 VISIA 4x2	0	0	0	0	0	0	772604	752739
53	944	FORD	MONDEO SELECTIVE 2.0i ECOBOOST240P.SHIFT	0	0	0	0	0	0	772668	717831
133	1070	SKODA	OCTAVIA AMBITION 1.6 TDI CR 105 DSG GREENTEC	0	0	0	0	828570	784579	774318	0
133	1025	SKODA	OCTAVIA AMBITION 1.6 TDI CR 105 DSG TIPTRONIC	0	0	0	0	0	0	774318	621898
177	1046	HYUNDAI	i30 CW 1.6 CRDI STYLE	0	0	0	975514	930942	850735	774807	724814
111	740	OPEL	ASTRA ST 1.6 180 ACTIVE SELECT COSMO	0	0	0	0	0	0	775244	721944
114	872	PEUGEOT	3008 ALLURE 1.6 HDI (112)  AUTO6R	0	0	0	0	0	0	775388	711007
154	1013	VOLVO	S60 2.0 D4 PREMIUM GEARTRONIC	0	0	0	0	0	0	775563	734011
144	766	TOYOTA	AVENSIS 1.6 ELEGANT EXTRA	0	0	0	0	896922	829075	775641	662828
154	1053	VOLVO	V40 CROSS COUNTRY 2.0 T5 AWD ADVANCE G.TRONIC	0	0	0	1057496	963039	844710	775941	732140
34	348	CITROEN	DS3 RACING 1.6 THP 202	0	0	0	0	0	0	776669	699434
122	1113	RENAULT (OYAK)	MEGANE HB ICON 1.6 16V 110	0	0	0	0	0	818237	777325	738459
61	1016	HONDA	CIVIC SEDAN 1.6 125 DREAM ECO OV (Y)	0	0	0	951959	898075	824135	777480	0
61	1014	HONDA	CIVIC SEDAN 1.6 125 PREMIUM ECO (Y)	0	0	0	951959	898075	795870	777480	0
53	946	FORD	MONDEO SELECTIVE 2.0i ECOBO. 240 POW.SW	0	0	0	0	0	0	778535	718568
111	1039	OPEL	ASTRA SEDAN 1.4 140 COSMO ACTIVE SELECT	0	0	0	0	867435	816405	778986	682953
122	1110	RENAULT (OYAK)	MEGANE HB TOUCH 1.6 16V 115 CVT	0	0	0	0	0	820288	779273	740310
111	1107	OPEL	INSIGNIA NB 1.6 170 COSMO AT6	0	0	0	0	991160	921384	780055	0
154	519	VOLVO	V60 T6 AWD ADVANCE GEARTRONIC	0	0	0	0	0	0	780716	737342
111	1101	OPEL	INSIGNIA NB 2.0 D 130 EDITION AT6	0	0	0	0	0	910090	780940	0
144	1056	TOYOTA	AURIS 1.4 D-4D PREMIUM	0	0	1018593	987697	919418	856616	781344	0
61	1004	HONDA	CIVIC SEDAN 1.6 (125) PREMIUM (Y)	0	0	0	924226	871914	791840	781479	770626
111	1034	OPEL	ASTRA SEDAN 1.4 140 SPORT ACTIVE SELECT	0	0	0	0	864858	795224	782378	596169
800	1023	KIA	CEED CONCEPT PLUS 1.6 CRDI (128) OV	0	0	0	0	877816	808516	782960	759844
107	278	NISSAN	QASHQAI 1.5 DCI VISIA 4x2	0	0	0	0	0	0	784277	744425
123	2020	RENAULT	MEGANE SPORT TOURER EXTREME 1.5 DCI 110 E5	0	0	0	0	0	825992	784693	745458
111	1002	OPEL	INSIGNIA NB 2.0 CDTi (160)  ACTIVE SELECT	0	0	0	0	0	0	784726	748473
177	1021	HYUNDAI	i30 1.6 CRDI STYLE OV	0	0	0	0	0	851917	784930	772968
21	574	BMW	116i / 3	0	0	0	1104947	988548	861193	785533	725402
34	1056	CITROEN	DS5 1.6 e-HDI (115) DSPORT BMP6	0	0	0	0	986470	869845	786040	715691
154	498	VOLVO	S60 1.6 D2 DRIVE PREMIUM	0	0	0	0	998195	832340	786323	687532
154	1061	VOLVO	V40 1.6 D2 R-DESIGN POWERSHIFT	0	0	0	0	972616	833672	786653	0
154	1048	VOLVO	V40 CROSS COUNTRY 1.6 T4 ADVANCE	0	0	0	0	973054	854320	786831	741732
154	1042	VOLVO	V40 1.6 T4 R-DESIGN POWERSHIFT	0	0	0	0	973052	854266	786852	741888
133	1069	SKODA	OCTAVIA ELEGANCE 1.6 TDI CR 105 GREENTEC	0	0	0	0	959743	886230	787373	0
154	438	VOLVO	S60 1.6 T4 R-DESIGN POWERSSHIFT	0	0	0	0	998034	832298	787677	742851
122	1088	RENAULT (OYAK)	MEGANE HB GT-LINE 1.5 DCI 110 E5	0	0	0	949219	873282	829617	788137	748730
123	2052	RENAULT	MEGANE HB GT-LINE 1.5 DCI 110 E5	0	0	0	0	0	0	788861	0
154	1057	VOLVO	V40 CROSS COUNTRY 1.6 D2 ADVANCE POWERSHIFT	0	0	0	0	977786	858920	789365	0
154	1004	VOLVO	S60 1.6 DRIVE POWERSHIFT	0	0	0	0	0	835878	789905	746519
421	1008	MINI	COOPER BAYSWATER 1.6	0	0	0	0	0	0	790206	759173
122	1136	RENAULT (OYAK)	MEGANE HB PLAY 1.5 DCI 110 EDC	0	0	0	0	0	832843	791202	0
122	1115	RENAULT (OYAK)	MEGANE HB ICON 1.5 DCI 90	0	0	0	0	0	834936	793190	753530
133	1051	SKODA	OCTAVIA ELEGANCE 1.4 TSI 140 DSG	0	0	0	0	0	0	793938	0
421	1002	MINI	COOPER COUPE	0	0	0	0	992064	871860	794176	708581
144	1044	TOYOTA	AURIS 1.6 ADVANCE MULTIDRIVE S	0	1112387	1067470	1038541	920718	852191	794748	741575
114	1067	PEUGEOT	2008 ALLURE 1.6 E-HDI 92 AUTO6R	0	0	0	0	864830	842463	794773	0
122	1112	RENAULT (OYAK)	MEGANE HB TOUCH 1.5 DCI EDC 110	0	0	0	0	0	837029	795178	755419
114	1050	PEUGEOT	RCZ EVOLUTION 1.6 THP 156	0	0	0	0	953676	858931	795316	0
144	1051	TOYOTA	AURIS 1.4 D-4D ACTIVE SKYPACK M/M	0	0	0	0	994253	924031	795599	0
133	1052	SKODA	OCTAVIA COMBI ELEGANCE 1.6 TDI CR 105 GREENTE	0	0	0	0	965510	886507	797633	0
114	1007	PEUGEOT	3008 FELINE 1.6 e-HDI 115 AUTO6R	0	0	0	0	0	855350	799394	748521
53	990	FORD	FOCUS III TITANIUM 1.6i 125 4K P.SHIFT	0	0	0	0	0	818570	799664	777107
154	1011	VOLVO	V60 1.6 DRIVE R-DESIGN POWERSHIFT	0	0	0	0	0	844776	800022	757162
123	2049	RENAULT	CAPTUR ICON TURBO 90 S&S	0	0	1014739	964003	886882	842538	800411	0
144	1035	TOYOTA	AVENSIS 1.8 ELEGANT MULTIDRIVE S	0	0	0	0	928547	859387	801915	694934
114	886	PEUGEOT	508 ALLURE 1.6 e-HDI 112 AUTO6R	0	0	0	0	0	0	802225	655622
61	1012	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE ECO (Y)	0	0	0	999552	942976	908689	805476	0
34	1015	CITROEN	DS5 1.6 THP (156) DSPORT OV	0	0	0	0	1011240	891696	805779	796496
107	1029	NISSAN	QASHQAI 1.6 TEKNA SPORT PACK CVT	0	0	0	0	0	0	805990	0
137	1003	SUBARU	XV 1.6 AWD CVT COMFORT	0	0	1043193	969012	919240	855161	807431	760495
154	520	VOLVO	V60 T6 AWD R-DESIGN GEARTRONIC	0	0	0	0	0	0	807567	765066
144	1049	TOYOTA	AURIS 1.4 D-4D ACTIVE M/M	0	0	0	0	933969	873027	807614	0
154	494	VOLVO	S60 2.0 T5 ADVANCE POWERSHIFT	0	0	0	0	1021960	854320	807862	765019
111	1105	OPEL	INSIGNIA NB 2.0 D 130 EDITION ELEGANCE AT6	0	0	0	0	902007	879317	808133	0
111	1025	OPEL	INSIGNIA NB EDITION ELEGANCE 2.0 CRDI 130 AS	0	0	0	0	0	0	808133	682441
154	1001	VOLVO	V60 1.6 T4 OCEAN RACE POWERSHIFT	0	0	0	0	0	0	808212	764996
154	478	VOLVO	S60 2.4 D5 AWD ADVANCE EDITION GEARTRONI	0	0	0	0	1021846	855599	808886	765863
122	1116	RENAULT (OYAK)	MEGANE HB ICON 1.5 DCI 110	0	0	0	0	0	851635	809054	768600
154	499	VOLVO	S60 1.6 D2 DRIVE ADVANCE	0	0	0	0	1021846	855431	809377	766014
177	1017	HYUNDAI	i30 1.6 GDI STYLE OV	0	0	0	0	0	823342	810968	653630
34	1014	CITROEN	DS5 1.6 e-HDI (112) DSPORT BMP6	0	0	0	0	0	0	811909	796496
9	522	AUDI	A1 1.4 TFSI (185) S TRONIC	0	0	0	0	0	0	813028	788638
61	1015	HONDA	CIVIC SEDAN 1.6 125 PREMIUM ECO OV (125)	0	0	0	999258	942706	918100	813107	0
61	1005	HONDA	CIVIC SEDAN 1.6 (125) PREMIUM OV (Y)	0	0	0	979682	924226	918100	813107	786719
144	1042	TOYOTA	AURIS 1.6 ACTIVE SKYPACK MULTIDRIVE S	0	1112387	1070288	1029946	933972	870187	815112	0
89	444	MAZDA	6 2.0 SPORT OV (155)	0	0	0	0	0	0	817303	670735
154	465	VOLVO	S60 2.0 T5 R-DESIGN POWERSHIFT	0	0	0	0	1031328	864281	818135	774252
122	1114	RENAULT (OYAK)	MEGANE HB ICON 1.6 16V 115 CVT	0	0	0	0	0	861302	818237	777325
123	2047	RENAULT	CAPTUR TOUCH 1.2 TURBO 120 EDC	0	1092242	1037628	985747	906888	861543	818465	0
177	1047	HYUNDAI	i30 CW 1.6 CRDI STYLE OV	0	0	0	0	0	886037	818650	770459
177	1018	HYUNDAI	i30 1.6 GDI ELITE	0	0	0	1052994	960789	870608	818735	772051
21	494	BMW	116i	0	0	0	1144607	1035641	908802	819058	752691
177	1052	HYUNDAI	ELANTRA 1.6 CVVT TUNE OV	0	0	0	0	0	0	819417	722465
3	1002	ALFA ROMEO	GIULIETTA 1.4 TB M.AIR 170 TCT DISTINCTIVE	0	0	0	0	995351	828698	820410	812856
111	1108	OPEL	INSIGNIA NB 2.0 D 160 COSMO AT6	0	0	0	0	1025218	945340	820425	0
111	1104	OPEL	INSIGNIA NB 1.6 170 EDITION ELEGANCE AT6	0	0	1057530	1005212	919174	831867	820994	0
153	1025	VOLKSWAGEN	AMAROK 2.0 BiTDI TRENDLINE 4x2	0	0	0	0	0	0	821726	755988
144	774	TOYOTA	AVENSIS 1.8 ELEGANT EXTRA MULTIDRIVE S	0	0	0	0	951203	879701	821857	710729
144	714	TOYOTA	AVENSIS 2.0 D-4D PREMIUM	0	0	0	0	1092440	878963	821857	711903
53	989	FORD	FOCUS III TITANIUM 1.6i 125 5K P.SHIFT	0	0	0	0	0	841475	822037	672310
421	9	MINI	MINI COOPER S CLUBMAN 1.6	0	0	0	0	0	0	822081	671280
61	1006	HONDA	CIVIC SEDAN 1.6 (125) ELEGANCE (Y)	0	0	0	970438	915512	908689	822504	811081
177	1042	HYUNDAI	i40 1.6 GDI (135) PRIME	0	0	0	0	0	916792	823559	738782
34	1049	CITROEN	DS5 2.0 HDI DSPORT OV	0	0	0	0	0	0	824461	750671
133	424	SKODA	SUPERB ELEGANCE 1.6 TDI CR (105)	0	0	0	0	0	0	825397	747125
421	1004	MINI	COOPER D COUNTRYMAN	0	0	0	0	1045996	928687	825484	787918
123	2004	RENAULT	MEGANE SPORT TOURER PRIVILEGE 1.5 DCI 110 E5	0	0	0	0	0	869466	825992	784693
133	1027	SKODA	SUPERB ACTIVE 1.6 TD CR 105	0	0	0	0	0	0	826614	686200
133	1053	SKODA	OCTAVIA COMBI ELEGANCE 1.6 TDI CR 105 DSG GRE	0	0	0	0	1011741	920684	827254	0
19	1024	SEAT	LEON 1.4 TSI 140 FR	0	0	0	0	956328	942587	827286	0
107	1009	NISSAN	QASHQAI 1.6 BLACK EDITION	0	0	0	0	0	0	827914	773911
154	1015	VOLVO	S60 2.0 D4 R-DESIGN GEARTRONIC	0	0	0	1186450	1044112	877433	831234	788020
133	1026	SKODA	SUPERB ACTIVE 1.4 TSI 125	0	0	0	0	0	0	831684	738256
800	1028	KIA	CEED PREMIUM 1.6 CRDI (128) OV	0	0	0	0	946030	851841	832158	649526
61	1021	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE SMART	0	0	0	0	961293	882149	832207	0
154	517	VOLVO	V60 2.0 T5 R-DESIGN POWERSHIFT	0	0	0	0	997985	878684	832468	789258
137	1005	SUBARU	XV 1.6 AWD CVT ELEGANCE	0	0	1068000	993706	944065	879794	833098	783173
19	311	SEAT	LEON 1.6 TDI CR (105) STYLE	0	0	0	0	885899	852873	833168	696494
107	297	NISSAN	QASHQAI +2 1.6 PLATINUM	0	0	0	0	0	0	833570	786534
114	1004	PEUGEOT	508 SW ALLURE 2.0 HDI (163) OV	0	0	0	0	0	892229	833869	780806
421	4	MINI	MINI COOPER 1.6 CABRIO	0	0	0	0	1001915	903885	834674	758492
123	2050	RENAULT	CAPTUR ICON 1.2 TURBO EDC 120	0	1114085	1058382	1005463	925025	878773	834835	0
122	1117	RENAULT (OYAK)	MEGANE HB ICON 1.5 DCI EDC 110	0	0	0	0	0	878880	834936	793190
123	2053	RENAULT	MEGANE HB GT-LINE ENERGY 1.6 DCI 130 E5	0	0	0	0	0	882438	838318	0
153	1058	VOLKSWAGEN	AMAROK 2.0 BiTDI 180 TRENDLINE	0	0	0	0	0	873433	838496	771417
154	1006	VOLVO	S60 1.6 DRIVE ADVANCE POWERSHIFT	0	0	0	0	0	956354	840603	707590
111	1640	OPEL	ASTRA J HB ACTIVE 1.7 CDTI (130)	0	0	0	0	0	0	841304	0
421	1012	MINI	MINI COOPER PACEMAN 1.6	0	0	0	0	1007214	893032	842118	0
9	1025	AUDI	A1 SPORTBACK 1.6 TDI (90) S TRONIC	0	0	0	0	895712	868840	842774	817492
153	987	VOLKSWAGEN	JETTA 1.6 TDI (105) TRENDLINE	0	0	0	0	944691	878563	843422	775947
123	2021	RENAULT	MEGANE SPORT TOURER GT-LINE 1.5 DCI 110 E5	0	0	0	0	0	888507	844080	801875
133	365	SKODA	SUPERB COMFORT 1.4 TSI (125)	0	0	0	0	0	0	844387	775985
114	1044	PEUGEOT	508 ALLURE 1.6 e-HDI 115 AUTO6R	0	0	0	0	1007297	871292	844509	783470
421	3	MINI	MINI COOPER S 1.6	0	0	0	0	0	0	844701	768067
53	2060	FORD	KUGA TREND X 1.6 ECOBOOST 180 4WD A/T	0	0	0	0	0	918724	845218	0
154	530	VOLVO	V60 2.4 D5 AWD ADVANCE GEARTRONIC	0	0	0	0	0	0	845828	804003
111	1113	OPEL	INSIGNIA SPORTS TOURER 2.0 D 160 COSMO AT6	0	0	0	0	1038596	950804	845847	0
144	1054	TOYOTA	AURIS 1.4 D-4D ADVANCE SKYPACK	0	1119774	1075477	1038541	979475	908499	847173	0
111	1109	OPEL	INSIGNIA NB 2.0 D 195 COSMO AT6	0	0	0	0	0	964216	847329	0
177	1048	HYUNDAI	i30 CW 1.6 CRDI ELITE OV	0	0	0	0	0	875676	850735	807485
133	1054	SKODA	SUPERB ACTIVE 1.4 TSI 125 GREENTECH	0	0	0	0	998578	945951	850867	0
111	1040	OPEL	ASTRA SEDAN 1.6 180 COSMO ACTIVE SELECT	0	0	0	0	0	0	851184	744467
144	1057	TOYOTA	AURIS 1.4 D-4D PREMIUM M/M	0	0	0	0	1036906	986262	852098	0
153	984	VOLKSWAGEN	JETTA 1.2 TSI (105) TRENDLINE	0	0	0	1026270	954430	887621	852116	783946
144	1053	TOYOTA	AURIS 1.4 D-4D ADVANCE M/M	0	0	0	0	962252	902479	852191	0
107	1013	NISSAN	QASHQAI 1.6 VISIA CVT	0	0	0	0	0	0	852927	839779
123	2007	RENAULT	LATITUDE EXPRESSION 1.5 DCI 110 E5	0	0	0	0	945357	898089	853184	810527
137	161	SUBARU	LEGACY AWD SEDAN 2.0 CVT ELEGANCE	0	0	0	0	0	946415	853934	763690
144	1418	TOYOTA	PRIUS C HYBRID 1.5	0	0	0	0	0	0	854178	0
154	1018	VOLVO	V60 2.0 D4 VOLVO OCEAN RACE GEARTRONIC	0	0	0	0	0	0	854320	811129
154	496	VOLVO	S60 T6 AWD ADVANCE GEARTRONIC	0	0	0	0	0	0	854466	811276
154	480	VOLVO	S60 2.4 D5 AWD R-DESIGN GEARTRONIC	0	0	0	0	1067915	900410	854594	810414
61	1022	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE SMART ECO	0	0	0	0	990123	908606	857174	0
111	1068	OPEL	MOKKA ENJOY 1.7 CDTI 130 AT  FWD	0	0	0	0	0	909705	857773	779560
19	1030	SEAT	LEON SC 1.6 TDI 105 STYLE DSG	0	0	0	0	946921	902931	857926	0
19	312	SEAT	LEON 1.6 TDI CR (105) STYLE DSG	0	0	0	0	946921	902931	857926	773442
90	2032	MERCEDES	A 180 CDI PRIME	0	0	0	0	1008649	958216	862395	776086
123	2029	RENAULT	MEGANE S.TOURER PRIVIL. ENERGY 1.6 DCI 130 E5	0	0	0	0	0	909732	864245	821033
114	1051	PEUGEOT	RCZ EVOLUTION 1.6 THP 156 OV	0	0	0	0	1036582	933630	864461	0
107	279	NISSAN	QASHQAI 1.5 DCI TEKNA 4x2	0	0	0	0	0	0	865648	766336
144	1082	TOYOTA	AVENSIS 2.0 ELEGANT EXTRA MULTIDRIVE S	0	0	0	0	986844	924031	866570	0
144	1028	TOYOTA	AVENSIS 2.0 D-4D PREMIUM (124)	0	0	0	0	0	924031	866570	757271
154	1007	VOLVO	S60 1.6 DRIVE R-DESIGN POWERSHIFT	0	0	0	0	0	1009141	868269	825242
153	72	VOLKSWAGEN	JETTA 1.4 TSI (122) TRENDLINE	0	0	0	0	973908	905736	869505	799945
137	1006	SUBARU	XV 1.6 AWD CVT PREMIUM	0	0	1106684	1033395	983892	918224	870290	821779
19	1026	SEAT	LEON 1.2 TSI 105 STYLE DSG	0	0	0	0	930074	883979	872414	0
61	1023	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE SMART OV	0	0	0	0	1009365	926253	873810	0
154	531	VOLVO	V60 2.4 D5 AWD R-DESIGN AWD GEARTRONIC	0	0	0	0	0	0	874032	832266
107	1022	NISSAN	QASHQAI 1.5 DCI TEKNA SPORT PACK	0	0	0	0	0	0	875667	818535
122	1089	RENAULT (OYAK)	MEGANE HB GT-LINE 1.5 DCI 110 EDC E5	0	0	0	1054688	970313	921797	875706	831922
133	1055	SKODA	SUPERB AMBITION 1.6 TDI CR 105 GREENTECH	0	0	0	0	1064019	971404	876258	0
123	2054	RENAULT	MEGANE HB GT-LINE 1.5 DCI 110 EDC E5	0	0	0	0	0	0	876512	0
21	1875	BMW	116i M SPORT	0	0	0	0	0	0	876743	0
107	1007	NISSAN	QASHQAI 1.6 PLATINUM CVT	0	0	0	0	0	0	877095	819867
153	989	VOLKSWAGEN	JETTA 1.6 TDI (105) COMFORTLINE	0	0	0	0	982480	913705	877157	806985
133	1071	SKODA	OCTAVIA ELEGANCE 1.6 TDI CR 105 DSG GREENTECH	0	0	0	0	1045622	916566	878110	0
114	887	PEUGEOT	508 ALLURE 2.0 HDI 163 OV	0	0	0	0	1033735	939758	878282	822407
90	2031	MERCEDES	A 180 PRIME	0	0	0	0	1027653	976273	878645	790711
111	1110	OPEL	INSIGNIA NB 2.0 D 160 COSMO AT6 AWD	0	0	0	0	0	1010261	880451	0
122	1068	RENAULT (OYAK)	MEGANE HB GT-LINE ENERGY 1.6 DCI 130 E5	0	0	0	0	0	0	881630	837548
21	1034	BMW	116i 5 KAPI OV	0	0	0	1104947	1016992	962205	881819	805896
133	371	SKODA	SUPERB ELEGANCE 1.4 TSI (125)	0	0	0	0	0	0	882480	789154
111	1091	OPEL	INSIGNIA NB 2.0 130 DIZEL EDITION ELEGANCE AS	0	0	0	0	0	0	882693	0
107	1010	NISSAN	QASHQAI 1.6 BLACK EDITON CVT	0	0	0	0	0	0	885860	835352
144	1083	TOYOTA	AVENSIS 2.0 D-4D ELEGANT EXTRA	0	0	0	0	1007813	945581	888114	0
153	912	VOLKSWAGEN	SCIROCCO 1.4 TSI (122) SPORTLINE	0	0	0	0	1055426	960438	893206	821750
153	985	VOLKSWAGEN	JETTA 1.2 TSI (105) COMFORTLINE	0	0	0	1080284	1004665	934338	896963	825206
123	2068	RENAULT	LATITUDE EXPRESSION 1.5 DCI 110 EDC	0	0	0	1081643	995113	945357	898089	0
114	979	PEUGEOT	RCZ YEARLING 1.6 THP 200	0	0	0	0	0	0	898796	811278
111	1074	OPEL	INSIGNIA ST 2.0 220 ACTIVE SELECT	0	0	0	0	0	0	899277	0
111	1069	OPEL	MOKKA COSMO 1.7 CDTI 130 AT FWD	0	0	0	0	0	964831	899930	819540
61	1024	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE SMART ECO OV	0	0	0	0	1039641	954031	900031	0
153	1040	VOLKSWAGEN	GOLF VII 1.2 TSI BMT 105 MIDLINE PLUS	0	0	0	0	987775	938387	900850	828783
107	1030	NISSAN	QASHQAI 1.6 TEKNA SKY PACK	0	0	0	0	0	0	901748	842929
800	1035	KIA	SPORTAGE 1.6 135 COMFORT	0	0	0	0	976892	927503	904418	0
21	629	BMW	116i JOY EDITION	0	0	0	1111357	994297	983305	905486	803451
153	1050	VOLKSWAGEN	GOLF VII 1.6 TDI 105 COMFORTLINE	0	0	0	0	0	0	906201	833706
144	1055	TOYOTA	AURIS 1.4 D-4D ADVANCE SKYPACK M/M	0	0	0	0	1004128	955746	906476	0
114	1052	PEUGEOT	RCZ EVOLUTION 1.6 THP 200	0	0	0	0	1088427	980314	907693	0
90	2034	MERCEDES	A 180 CDI STYLE	0	0	0	0	1061736	1008649	907783	816933
19	1009	SEAT	LEON 1.4 TSI (125) FR	0	0	0	0	0	929494	908022	721600
153	756	VOLKSWAGEN	JETTA 1.4 TSI COMFORTLINE (122)	0	0	0	0	1025167	953406	915269	842047
153	1085	VOLKSWAGEN	GOLF VII 1.6 TDI BMT 105 COMFORTLINE	0	0	0	0	1003678	953495	915356	0
153	1033	VOLKSWAGEN	JETTA 1.2 TSI 105 TRENDLINE TIPTRONIC DSG	0	0	0	1103516	1026270	954430	916254	842952
19	1029	SEAT	LEON SC 1.4 TSI 140 FR	0	0	0	0	0	955819	919294	0
133	435	SKODA	SUPERB ELEGANCE 2.0 TDI CR 140 4x4 DS T.	0	0	0	0	0	0	920633	829317
800	196	KIA	SPORTAGE 1.6 (135)	0	0	0	0	0	0	922159	828935
111	1088	OPEL	INSIGNIA NB 2.0 220 COSMO ACTIVE SELECT	0	0	0	0	0	0	925864	0
89	1017	MAZDA	6 SPORT 2.0 SKY-G	0	0	0	0	1065659	953491	926669	0
133	387	SKODA	SUPERB ELEGANCE 2.0 TDI CR (170) 4x4	0	0	0	0	0	0	926917	833661
133	434	SKODA	SUPERB ELEGANCE 2.0 TDI CR 140 DSG TIPT.	0	0	0	0	0	0	927033	836054
144	1267	TOYOTA	CAMRY GL 2.5	0	0	0	0	0	0	931215	0
421	1003	MINI	COOPER S COUPE	0	0	0	0	1163021	1023890	932759	806527
421	10	MINI	COOPER JCW CLUBMAN	0	0	0	0	0	0	932759	829840
